,Faulkner,58,0,14,1,43,855,260,494,101,14
,Franklin,29,0,2,0,27,175,63,103,9,0
,Garland,147,5,21,20,101,"2,483","1,230","1,058",195,27
,Grant,30,0,2,0,28,208,85,113,10,2
,Jefferson,81,1,12,6,62,467,238,159,70,4
,Lincoln,14,1,1,1,11,99,69,28,2,0
,Lonoke,144,0,19,2,123,537,242,246,49,5
,Madison,31,1,7,0,23,73,37,33,3,7
,Perry,21,0,3,0,18,65,58,7,0,0
,Poinsett,50,2,2,0,46,74,64,3,7,1
,Pulaski,354,3,16,26,309,"1,692",725,813,154,11
,Sebastian,49,0,4,2,43,373,120,243,10,2
,Washington,142,0,15,0,127,551,193,294,64,11
ARKANSAS - Nonmetropolitan Counties,Arkansas,8,0,1,2,5,83,35,35,13,0
,Ashley,20,0,1,1,18,194,74,105,15,3
,Baxter,42,1,7,3,31,641,86,522,33,3
,Boone,31,1,8,0,22,189,61,128,0,4
,Bradley,5,0,0,0,5,34,17,15,2,0
,Calhoun,3,0,0,0,3,17,3,14,0,0
,Carroll,26,2,0,0,24,190,54,118,18,3
,Chicot,4,1,1,0,2,61,22,36,3,1
,Clark,27,1,4,2,20,120,52,63,5,2
,Clay,10,0,3,0,7,99,46,51,2,1
,Cleburne,34,0,5,1,28,357,171,163,23,3
,Columbia,45,3,1,1,40,158,50,89,19,2
,Conway,22,3,3,1,15,249,62,174,13,14
,Cross,57,1,4,0,52,174,37,131,6,0
,Dallas,8,0,0,4,4,39,24,14,1,3
,Drew,33,1,6,1,25,139,56,56,27,4
,Fulton,29,2,0,1,26,71,41,29,1,2
,Greene,19,1,5,0,13,142,67,64,11,3
,Hempstead,28,0,7,0,21,174,57,87,30,1
,Howard,19,0,1,0,18,80,38,42,0,0
,Independence,218,1,18,14,185,"1,332",579,656,97,17
,Izard,4,0,2,0,2,76,33,39,4,3
,Jackson,22,0,3,2,17,171,81,77,13,3
,Johnson,34,2,6,0,26,152,119,33,0,2
,Lawrence,13,1,1,0,11,155,76,79,0,1
,Lee,15,0,1,1,13,67,42,17,8,0
,Little River,9,1,1,0,7,67,27,37,3,0
,Logan,14,0,1,0,13,230,96,114,20,4
,Marion,26,0,5,0,21,185,72,110,3,5
,Mississippi,34,0,9,3,22,317,83,199,35,8
,Monroe,2,0,0,0,2,42,35,7,0,1
,Montgomery,5,1,0,0,4,20,11,9,0,0
,Nevada,1,0,1,0,0,28,20,7,1,0
,Newton,25,1,3,0,21,126,46,76,4,5
,Ouachita,15,0,0,2,13,86,56,30,0,2
,Pike,3,0,0,0,3,42,20,19,3,0
,Polk,35,3,6,4,22,171,76,91,4,2
,Prairie,4,1,0,1,2,69,30,29,10,1
,Randolph,4,1,3,0,0,80,61,19,0,0
,Scott,10,2,2,1,5,84,37,43,4,1
,Searcy,14,0,1,0,13,40,18,20,2,3
,St. Francis,33,0,2,9,22,411,160,251,0,6
,Stone,11,1,4,0,6,98,42,50,6,0
,Union,39,2,5,4,28,464,116,307,41,2
,Van Buren,36,0,4,0,32,138,27,96,15,3
,White,51,2,21,1,27,736,308,325,103,2
,Yell,45,0,6,3,36,110,73,32,5,2
CALIFORNIA - Metropolitan Counties,Alameda,637,3,28,260,346,"2,503",553,"1,157",793,33
,Butte,134,6,12,27,89,"1,244",508,729,7,19
,Contra Costa,428,11,29,161,227,"2,792",989,"1,785",18,13
,El Dorado,312,3,33,34,242,"1,862",715,"1,129",18,12
,Fresno,774,16,23,143,592,"5,087","1,630","2,604",853,238
,"Imperial2,4",,2,3,12,,,295,,13,19
,Kern,"2,001",39,125,512,"1,325","10,458","3,596","5,360","1,502",330
,Kings,211,3,11,20,177,493,197,267,29,10
,Los Angeles,"6,540",102,209,"1,895","4,334","18,043","5,033","8,645","4,365",314
,Madera,229,2,20,27,180,"1,191",506,677,8,2
,Marin,121,0,3,33,85,885,269,613,3,3
,Merced,490,14,26,54,396,"1,923",689,"1,215",19,13
,Monterey,203,8,26,54,115,"1,693",669,"1,002",22,12
,Napa,35,0,6,1,28,367,129,237,1,2
,Orange,219,1,13,38,167,"1,296",243,940,113,11
,Placer,315,4,27,26,258,"1,951",660,"1,258",33,14
,Riverside,"1,225",23,74,293,835,"10,554","3,057","5,718","1,779",26
,Sacramento,"3,183",29,176,"1,189","1,789","15,610","4,725","10,721",164,129
,San Benito,67,0,4,8,55,259,100,154,5,2
,San Bernardino,"1,165",22,66,192,885,"5,835","2,104","2,614","1,117",104
,San Diego,"1,592",9,88,276,"1,219","5,956","1,693","3,204","1,059",41
,San Joaquin,"1,058",10,34,195,819,"4,480","1,569","2,805",106,20
,San Luis Obispo,199,3,21,20,155,"1,188",416,763,9,8
,San Mateo,194,1,8,40,145,"1,636",221,"1,227",188,7
,Santa Barbara,246,0,24,21,201,"1,673",647,"1,020",6,7
,Santa Clara,268,3,30,30,205,"1,716",404,"1,125",187,3
,Santa Cruz,291,2,18,40,231,"2,479",804,"1,663",12,21
,Shasta,512,1,36,35,440,"1,034",542,478,14,9
,Solano,90,2,7,16,65,381,218,157,6,16
,Sonoma,553,6,45,51,451,"1,537",597,930,10,30
,Stanislaus,507,14,27,122,344,"3,360","1,418","1,644",298,198
,Sutter,120,0,8,10,102,527,155,338,34,1
,Tulare5,553,16,31,93,413,,"1,187","1,966",,28
,Ventura,189,6,20,26,137,"1,271",352,836,83,18
,Yolo,39,0,6,5,28,344,120,218,6,4
,Yuba,190,2,17,29,142,830,314,502,14,17
CALIFORNIA - Nonmetropolitan Counties,Alpine,13,0,1,1,11,60,11,49,0,0
,Amador,60,1,6,4,49,467,218,247,2,0
,Calaveras,68,1,14,14,39,597,247,347,3,8
,Colusa,36,1,8,2,25,287,101,178,8,0
,Del Norte,77,1,17,5,54,287,145,140,2,5
,Glenn,9,0,1,3,5,117,55,61,1,0
,Humboldt,272,7,12,38,215,"1,126",342,763,21,17
,Inyo,60,2,8,6,44,145,56,88,1,1
,Lake,170,2,24,17,127,803,383,406,14,5
,Lassen,26,0,3,1,22,110,36,74,0,3
,Mariposa,48,0,3,1,44,278,106,171,1,1
,Mendocino,326,5,23,21,277,528,227,297,4,12
,Modoc,8,0,1,0,7,64,33,30,1,0
,Mono,10,0,1,0,9,76,24,52,0,0
,Nevada,165,0,23,8,134,638,207,427,4,5
,Plumas,121,1,19,5,96,311,120,186,5,2
,Sierra,13,0,0,0,13,43,15,28,0,1
,Siskiyou,63,1,9,6,47,193,93,95,5,0
,Tehama,211,2,1,5,203,299,176,123,0,20
,Trinity,22,0,0,3,19,126,60,66,0,0
,Tuolumne,108,1,18,12,77,749,298,445,6,9
COLORADO - Metropolitan Counties,Adams,407,5,61,54,287,"2,613",675,"1,431",507,24
,Arapahoe,218,0,19,44,155,"1,348",370,862,116,15
,Boulder,65,0,7,6,52,660,197,423,40,15
,Clear Creek,25,0,2,0,23,71,23,44,4,1
,Douglas,295,0,172,31,92,"1,709",426,"1,203",80,8
,Elbert,4,0,3,0,1,34,9,25,0,0
,El Paso,759,5,55,22,677,"1,824",585,"1,026",213,29
,Gilpin,18,0,1,1,16,38,5,28,5,0
,Jefferson,176,5,43,13,115,"2,630",474,"1,981",175,27
,Larimer,102,0,36,7,59,"1,085",236,768,81,16
,Mesa,185,2,28,16,139,"1,467",367,964,136,8
,Park,8,0,1,0,7,114,41,63,10,2
,Pueblo,32,1,0,6,25,"1,258",241,972,45,4
,Teller,22,0,5,0,17,79,23,51,5,2
,Weld,120,1,16,6,97,871,270,457,144,6
COLORADO - Nonmetropolitan Counties,Alamosa,1,0,0,0,1,58,15,43,0,1
,Archuleta,22,1,6,0,15,103,33,64,6,0
,Baca,5,0,0,0,5,3,0,0,3,0
,Bent,3,0,1,0,2,20,3,13,4,0
,Chaffee,10,0,0,0,10,81,24,50,7,0
,Cheyenne,0,0,0,0,0,3,1,1,1,0
,Crowley,1,0,0,0,1,0,0,0,0,0
,Custer,7,0,0,0,7,49,17,26,6,0
,Delta,36,0,18,2,16,199,32,145,22,1
,Dolores,0,0,0,0,0,19,16,2,1,0
,Eagle,19,0,0,3,16,434,70,361,3,3
,Fremont,68,0,1,2,65,134,52,76,6,1
,Grand,7,0,0,0,7,156,35,117,4,0
,Gunnison,13,0,0,0,13,32,13,18,1,0
,Hinsdale,1,0,1,0,0,8,0,7,1,0
,Huerfano,0,0,0,0,0,5,0,5,0,0
,Jackson,1,0,0,0,1,17,14,2,1,0
,Kiowa,0,0,0,0,0,0,0,0,0,0
,Kit Carson,9,0,0,0,9,30,9,21,0,1
,Lake,5,0,0,0,5,26,7,17,2,0
,La Plata,51,0,2,1,48,247,86,142,19,3
,Lincoln,1,0,0,0,1,0,0,0,0,0
,Logan,4,0,0,0,4,51,5,41,5,0
,Mineral,0,0,0,0,0,2,0,2,0,0
,Moffat,7,0,0,0,7,31,13,15,3,0
,Montezuma,34,0,0,1,33,185,64,98,23,0
,Montrose,36,0,2,0,34,136,25,95,16,1
,Morgan,3,0,0,3,0,40,10,28,2,3
,Otero,15,0,1,0,14,58,16,39,3,0
,Ouray,4,0,0,0,4,18,4,13,1,0
,Phillips,2,0,1,0,1,3,1,2,0,0
,Pitkin,8,0,2,0,6,79,10,62,7,0
,Prowers,2,0,1,0,1,16,3,12,1,0
,Rio Blanco,2,0,0,0,2,8,1,6,1,0
,Rio Grande,16,2,1,0,13,25,9,15,1,0
,Routt,21,0,0,0,21,99,23,70,6,2
,Saguache,12,0,0,0,12,19,5,14,0,2
,San Juan,0,0,0,0,0,15,2,13,0,2
,San Miguel,3,0,0,0,3,36,8,24,4,0
,Sedgwick,4,0,0,0,4,15,6,9,0,0
,Summit,25,1,8,5,11,376,45,319,12,1
,Washington,12,0,2,0,10,63,21,34,8,0
,Yuma,7,0,3,0,4,21,2,19,0,0
DELAWARE - Metropolitan Counties,New Castle County Police Department,"1,221",8,69,340,804,"6,506","1,864","4,089",553,8
FLORIDA - Metropolitan Counties,Alachua,772,2,49,113,608,"3,311","1,220","1,891",200,20
,Baker,63,1,12,8,42,379,68,298,13,1
,Bay,393,6,54,47,286,"2,700",738,"1,795",167,1
,Brevard,"1,044",4,67,126,847,"5,644","1,248","4,123",273,15
,Broward,324,2,22,94,206,"1,050",221,746,83,4
,Charlotte,439,2,18,59,360,"3,821",947,"2,702",172,1
,Clay,799,12,44,102,641,"4,127",933,"3,025",169,44
,Collier,"1,000",14,49,188,749,"4,971","1,191","3,566",214,17
,Escambia,"2,248",15,167,534,"1,532","9,833","2,610","6,593",630,48
,Flagler,216,3,22,38,153,"2,028",525,"1,419",84,6
,Gadsden,364,2,2,17,343,712,379,331,2,0
,Gilchrist,18,2,0,0,16,207,94,95,18,0
,Hernando,550,3,46,69,432,"4,891","1,372","3,334",185,7
,Hillsborough,"3,893",34,166,978,"2,715","26,637","7,515","17,141","1,981",47
,Indian River,304,3,10,46,245,"2,727",696,"1,925",106,4
,Jefferson,82,0,6,2,74,152,65,76,11,1
,Lake,711,2,50,55,604,"3,351","1,141","1,981",229,24
,Lee,"1,398",20,81,407,890,"10,549","3,862","5,931",756,69
,Leon,339,4,18,47,270,"1,460",768,607,85,22
,Manatee,"1,874",22,82,396,"1,374","9,969","2,459","7,027",483,19
,Marion,"1,386",9,120,103,"1,154","4,937","1,606","3,063",268,3
,Martin,402,5,14,133,250,"2,925",796,"2,000",129,15
,Miami-Dade,"7,815",86,273,"2,314","5,142","47,849","9,283","33,643","4,923",70
,Nassau,357,2,2,13,340,"1,252",390,776,86,10
,Okaloosa,290,3,28,76,183,"3,477",723,"2,582",172,3
,Orange,"5,885",44,332,"1,636","3,873","30,070","9,178","18,260","2,632",0
,Osceola,954,7,20,105,822,"6,195","2,347","3,555",293,1
,Palm Beach,"2,656",24,151,812,"1,669","18,059","5,095","11,597","1,367",79
,Pasco,"1,443",11,102,338,992,"13,392","3,809","8,723",860,92
,Pinellas,"1,149",9,95,210,835,"7,725","1,868","5,404",453,33
,Polk,"1,511",16,104,195,"1,196","10,648","3,975","6,074",599,0
,Santa Rosa,211,0,30,17,164,"1,483",415,983,85,5
,Sarasota,717,8,29,134,546,"8,370","2,065","5,922",383,6
,Seminole,725,6,31,116,572,"3,468",987,"2,238",243,4
,St. Johns,476,3,13,61,399,"4,106",961,"2,927",218,3
,St. Lucie,286,0,24,44,218,"1,779",611,"1,086",82,13
,Volusia,848,7,68,176,597,"5,813","1,830","3,518",465,29
,Wakulla,124,1,10,12,101,714,187,503,24,0
FLORIDA - Nonmetropolitan Counties,Bradford,115,0,10,8,97,428,207,176,45,3
,Calhoun,11,2,1,0,8,65,23,39,3,0
,Citrus,497,2,26,42,427,"2,831",771,"1,916",144,26
,Columbia,179,3,11,18,147,"1,274",525,670,79,0
,DeSoto,204,0,9,30,165,837,365,444,28,3
,Dixie,84,0,10,6,68,527,230,279,18,0
,Franklin,65,0,6,2,57,190,56,130,4,3
,Glades,33,0,2,3,28,217,85,123,9,3
,Gulf,69,1,3,1,64,154,44,100,10,0
,Hamilton,56,1,9,7,39,199,68,119,12,0
,Hardee,49,0,10,13,26,476,136,312,28,0
,Hendry,189,5,4,23,157,"1,034",586,378,70,6
,Highlands,144,3,4,22,115,"1,805",620,"1,097",88,9
,Holmes,48,0,3,1,44,234,69,139,26,1
,Jackson,211,1,15,16,179,586,203,347,36,4
,Lafayette,24,1,1,3,19,76,37,36,3,0
,Levy,199,1,13,12,173,968,402,503,63,7
,Madison,113,3,4,17,89,303,128,167,8,2
,Monroe,218,2,10,11,195,"2,174",541,"1,548",85,0
,Okeechobee,231,3,14,12,202,993,449,514,30,2
,Putnam,617,2,43,80,492,"2,459","1,199","1,109",151,4
,Sumter,160,1,24,16,119,761,261,467,33,2
,Suwannee,129,0,8,3,118,507,157,294,56,1
,Taylor,74,1,6,0,67,249,164,77,8,1
,Union,37,1,4,2,30,122,51,59,12,0
,Walton,155,4,6,7,138,"1,082",354,664,64,1
,Washington,12,0,3,0,9,172,56,111,5,0
GEORGIA - Metropolitan Counties,Augusta-Richmond,"1,039",26,138,696,179,"13,925","3,587","8,712","1,626",68
,Bartow,190,4,19,29,138,"2,430",691,"1,520",219,0
,Bibb,175,4,14,44,113,"2,343",675,"1,464",204,14
,Brantley,49,0,9,5,35,236,148,86,2,0
,Brooks,68,1,0,0,67,294,106,146,42,4
,Butts,72,3,12,12,45,522,125,333,64,2
,Carroll,361,4,22,26,309,"1,460",489,833,138,5
,Catoosa,56,1,5,7,43,988,231,643,114,1
,Chatham,0,0,0,0,0,0,0,0,0,0
,Cherokee,108,1,3,11,93,"1,521",436,"1,014",71,10
,Clarke,0,0,0,0,0,0,0,0,0,0
,Clayton,0,0,0,0,0,0,0,0,0,0
,Clayton County Police Department,"1,145",17,85,485,558,"9,444","4,195","3,987","1,262",22
,Cobb,5,0,0,0,5,0,0,0,0,0
,Cobb County Police Department,"1,105",19,92,418,576,"11,325","3,427","6,840","1,058",52
,Columbia,119,4,14,42,59,"2,269",353,"1,795",121,6
,Coweta,89,3,11,15,60,"1,542",506,923,113,3
,Dade,47,0,3,3,41,240,59,154,27,
,Dawson,23,2,2,2,17,415,108,278,29,5
,DeKalb County Police Department,"3,578",60,158,"2,178","1,182","30,026","9,511","15,982","4,533",140
,Dougherty,1,0,0,0,1,81,7,66,8,0
,Douglas,165,4,10,38,113,"2,079",606,"1,296",177,6
,Echols,8,0,1,1,6,42,15,26,1,1
,Fayette,31,1,1,9,20,609,195,377,37,3
,Floyd,25,0,0,0,25,17,7,10,0,
,Floyd County Police Department,179,2,4,10,163,"1,160",310,746,104,
,Forsyth,86,2,17,18,49,"1,975",512,"1,369",94,3
,Fulton,3,0,0,0,3,18,0,17,1,0
,Fulton County Police Department,653,10,42,280,321,"5,824","2,236","2,695",893,13
,Glynn,0,0,0,0,0,0,0,0,0,0
,Glynn County Police Department,313,14,16,67,216,"2,635",610,"1,921",104,5
,Gwinnett County Police Department,"1,978",35,151,"1,055",737,"18,068","5,484","10,741","1,843",85
,Hall,201,2,24,32,143,"2,617",803,"1,589",225,11
,Haralson,89,0,3,2,84,330,72,238,20,
,Heard,19,0,0,2,17,153,46,79,28,0
,Henry County Police Department,248,3,25,85,135,"3,953","1,087","2,482",384,14
,Jasper,13,0,2,1,10,143,58,76,9,0
,Jones,28,0,1,6,21,474,147,286,41,2
,Lee,18,0,1,5,12,456,129,298,29,1
,Liberty,75,0,8,18,49,513,218,258,37,
,Madison,106,0,5,7,94,510,53,417,40,0
,McDuffie,26,0,0,8,18,322,93,192,37,0
,McIntosh,62,0,2,6,54,448,155,259,34,5
,Meriwether,31,0,3,7,21,351,101,200,50,0
,Monroe,13,1,3,5,4,357,137,175,45,
,Murray,39,1,5,5,28,699,141,495,63,0
,Newton,299,7,7,26,259,"1,934",743,989,202,
,Oglethorpe,50,1,3,4,42,464,145,298,21,1
,Paulding,189,0,15,20,154,"2,400",571,"1,611",218,23
,Pickens,56,0,7,0,49,389,136,230,23,0
,Pike,9,2,0,2,5,97,33,56,8,0
,Rockdale,295,4,11,46,234,"2,319",623,"1,496",200,7
,Spalding,117,0,12,25,80,"1,281",383,749,149,0
,Walker,254,0,12,5,237,975,352,573,50,0
,Walton,110,7,3,7,93,885,195,581,109,2
,Whitfield,203,0,11,10,182,"1,646",375,"1,213",58,12
,Worth,5,1,0,2,2,211,69,112,30,
GEORGIA - Nonmetropolitan Counties,Baldwin,337,2,6,14,315,860,332,512,16,6
,Banks,115,0,0,2,113,522,103,364,55,
,Ben Hill,18,0,5,1,12,184,78,91,15,0
,Berrien,11,1,1,0,9,219,55,157,7,1
,Bleckley2,19,0,0,0,19,,,82,5,0
,Bulloch,32,0,2,8,22,773,275,430,68,1
,Calhoun,5,1,1,1,2,35,9,18,8,1
,Camden,43,0,1,3,39,373,96,263,14,
,Candler,6,0,1,2,3,100,28,62,10,0
,Charlton,9,0,1,1,7,131,47,73,11,1
,Chattooga,38,0,1,1,36,335,103,227,5,
,Clinch,4,0,1,1,2,42,19,21,2,2
,Coffee,52,1,8,13,30,694,219,446,29,
,Cook,40,1,0,3,36,134,35,87,12,0
,Crisp,17,2,0,0,15,383,74,277,32,0
,Decatur,44,2,5,5,32,324,115,203,6,
,Dodge,23,2,4,1,16,289,101,164,24,5
,Dooly,13,0,1,0,12,64,13,48,3,
,Early,26,0,5,3,18,132,58,70,4,0
,Elbert,35,0,5,3,27,514,155,332,27,0
,Emanuel,17,1,0,0,16,294,176,99,19,0
,Fannin,79,1,5,2,71,459,226,197,36,3
,Franklin,29,2,3,3,21,377,116,235,26,
,Gilmer,38,0,2,0,36,424,190,208,26,0
,Glascock,1,0,0,0,1,34,2,24,8,
,Gordon2,,1,8,6,,730,186,537,7,0
,Greene,11,0,2,1,8,191,54,112,25,0
,Habersham,59,0,11,1,47,457,172,251,34,7
,Hart,46,1,0,4,41,356,127,212,17,
,Irwin,13,0,3,0,10,123,40,75,8,0
,Jackson,42,1,5,7,29,887,274,569,44,
,Jeff Davis,39,0,7,0,32,373,50,267,56,
,Jefferson,26,0,1,8,17,197,89,89,19,0
,Johnson,18,0,0,0,18,58,32,17,9,0
,Laurens,51,0,2,8,41,634,176,372,86,1
,Lumpkin,69,1,4,1,63,492,130,337,25,
,Macon,0,0,0,0,0,84,40,35,9,0
,Morgan,13,0,1,2,10,124,37,69,18,0
,Peach,21,2,0,4,15,310,105,165,40,0
,Pierce,3,0,0,0,3,228,66,138,24,0
,Polk,0,0,0,0,0,0,0,0,0,0
,Polk County Police Department,85,0,11,4,70,779,294,413,72,23
,Pulaski,7,1,0,0,6,144,51,93,0,0
,Rabun,18,0,1,0,17,182,56,117,9,
,Schley,1,0,1,0,0,26,14,11,1,0
,Seminole,9,1,0,0,8,104,26,71,7,0
,Stephens,29,0,2,6,21,628,137,481,10,
,Stewart,2,0,0,0,2,5,4,0,1,0
,Tattnall,17,1,0,5,11,232,83,127,22,0
,Taylor,2,0,0,2,0,134,15,115,4,
,Telfair,12,2,0,3,7,115,46,64,5,1
,Thomas,38,0,2,8,28,523,203,269,51,6
,Tift,116,2,9,22,83,762,213,500,49,4
,Toombs,22,0,4,0,18,293,77,185,31,0
,Towns,9,0,1,1,7,157,72,79,6,2
,Treutlen,3,0,0,0,3,58,21,35,2,
,Troup,41,0,1,2,38,696,153,480,63,
,Turner,8,0,1,1,6,62,16,43,3,
,Upson,23,0,0,4,19,379,105,260,14,1
,Washington,25,0,2,5,18,219,87,124,8,0
,White,9,0,0,1,8,333,148,151,34,1
,Wilkes,4,0,0,1,3,13,4,8,1,0
,Wilkinson,5,0,0,0,5,73,38,28,7,0
HAWAII - Nonmetropolitan Counties,Hawaii Police Department6,468,5,66,67,330,"5,743","1,415","3,855",473,28
,Kauai Police Department,212,1,32,23,156,"2,683",810,"1,758",115,8
IDAHO - Metropolitan Counties,Ada,148,0,31,11,106,917,280,609,28,8
,Bannock,5,0,1,1,3,141,20,120,1,0
,Bonneville,120,0,15,2,103,844,188,596,60,6
,Canyon,55,0,9,1,45,578,202,326,50,5
,Franklin,7,0,0,0,7,48,12,33,3,0
,Gem,12,0,0,0,12,33,10,20,3,0
,Jefferson,32,0,5,0,27,111,26,73,12,0
,Kootenai,125,0,25,9,91,"1,114",396,669,49,7
,Nez Perce,2,0,0,0,2,80,15,62,3,0
,Owyhee,16,0,6,0,10,86,16,65,5,0
,Power,6,0,2,0,4,36,4,29,3,0
IDAHO - Nonmetropolitan Counties,Adams,4,0,0,0,4,40,6,34,0,0
,Bear Lake,1,0,0,0,1,13,3,9,1,0
,Benewah,29,0,0,0,29,33,9,21,3,0
,Bingham,35,1,11,0,23,286,92,177,17,2
,Blaine,9,0,2,0,7,45,9,33,3,0
,Bonner,20,0,3,1,16,355,104,226,25,4
,Boundary,12,0,5,2,5,84,44,36,4,0
,Butte,9,0,1,0,8,2,1,0,1,0
,Camas,2,0,1,0,1,10,2,8,0,0
,Caribou,0,0,0,0,0,28,6,21,1,0
,Cassia,55,1,10,4,40,492,91,367,34,9
,Clark,4,0,0,0,4,9,2,7,0,0
,Clearwater,17,0,0,0,17,77,11,66,0,0
,Custer,3,0,0,0,3,3,0,3,0,0
,Elmore,16,0,3,2,11,74,20,49,5,0
,Fremont,6,0,1,0,5,95,13,78,4,0
,Gooding,11,0,0,0,11,37,10,18,9,1
,Idaho,10,0,1,0,9,94,35,57,2,1
,Jerome,14,0,0,1,13,82,29,43,10,0
,Latah,12,0,3,0,9,172,61,100,11,1
,Lemhi,1,0,0,0,1,9,7,1,1,1
,Lewis,11,0,0,0,11,52,24,26,2,0
,Lincoln,4,0,0,0,4,17,3,7,7,0
,Madison,7,0,7,0,0,57,6,46,5,0
,Minidoka,19,0,4,2,13,167,34,117,16,1
,Oneida,10,0,2,2,6,65,30,30,5,0
,Payette,17,0,1,0,16,100,42,50,8,0
,Shoshone,25,0,5,0,20,145,31,100,14,1
,Teton,8,0,0,0,8,98,24,69,5,0
,Twin Falls,37,0,4,1,32,209,87,107,15,1
,Valley,9,0,6,0,3,79,27,50,2,0
,Washington,8,0,1,0,7,31,13,16,2,0
ILLINOIS - Metropolitan Counties7,Bond,,0,,0,3,105,28,67,10,0
,Clinton,,0,,0,8,98,6,89,3,0
,Grundy,,0,,2,6,284,55,218,11,0
,Henry,,0,,0,6,91,11,72,8,0
,Macon,,0,,2,33,381,121,247,13,4
,Rock Island,,0,,4,38,329,98,223,8,1
,Stark,,0,,0,8,64,11,51,2,0
,Vermilion,,1,,4,38,510,200,287,23,1
,Woodford,,0,,0,8,157,49,102,6,2
ILLINOIS - Nonmetropolitan Counties7,Iroquois,,0,,0,8,141,66,71,4,0
,Jackson,,0,,1,30,271,124,135,12,0
,Jefferson,,0,,0,63,338,126,187,25,4
,La Salle,,1,,0,23,477,161,296,20,3
,Livingston,,0,,0,8,255,37,210,8,1
,Marion,,0,,1,7,236,70,151,15,0
,Morgan,,0,,0,11,100,41,56,3,1
,Moultrie,,0,,0,3,45,18,23,4,0
