,Pinal,298,11,39,42,206,"5,079","1,067","3,176",836,24,,
,Yavapai,354,5,13,10,326,"1,703",408,"1,092",203,7,,
,Yuma,215,3,6,32,174,"1,577",330,"1,009",238,9,,
ARIZONANonmetropolitan Counties,Cochise2,,0,17,22,,"1,531",580,755,196,15,,
,Gila,100,1,7,6,86,559,229,264,66,7,,
,Graham,243,0,2,1,240,203,58,134,11,8,,
,La Paz,84,0,0,6,78,417,82,290,45,1,,
,Navajo,61,1,7,2,51,661,386,189,86,8,,
,Santa Cruz,8,0,1,2,5,368,136,164,68,0,,
ARKANSASMetropolitan Counties,Benton,126,1,29,4,92,919,404,473,42,22,,
,Cleveland,4,0,0,1,3,156,79,61,16,3,,
,Craighead,34,1,6,0,27,376,144,198,34,2,,
,Crittenden,93,0,4,5,84,510,229,235,46,8,,
,Faulkner,43,0,6,0,37,729,206,440,83,9,,
,Garland,104,1,15,13,75,"2,432",983,"1,247",202,17,,
,Grant,26,0,1,0,25,150,69,76,5,0,,
,Jefferson,87,2,11,5,69,591,286,248,57,8,,
,Lincoln,6,0,1,1,4,106,57,45,4,0,,
,Lonoke,114,3,15,7,89,747,290,409,48,6,,
,Madison,26,2,4,0,20,93,40,45,8,1,,
,Miller,77,1,5,2,69,319,98,195,26,3,,
,Perry,30,0,2,0,28,73,38,31,4,1,,
,Poinsett,51,0,3,1,47,119,94,15,10,4,,
,Pulaski,443,6,20,56,361,"2,449",949,"1,175",325,12,,
,Sebastian,41,0,3,0,38,337,157,166,14,8,,
,Washington,130,3,19,2,106,748,255,412,81,6,,
ARKANSASNonmetropolitan Counties,Arkansas,3,0,0,0,3,106,37,51,18,0,,
,Ashley,15,0,3,2,10,182,53,113,16,4,,
,Baxter,51,1,8,0,42,511,105,369,37,0,,
,Boone,73,2,5,0,66,391,239,109,43,2,,
,Bradley,3,0,0,0,3,14,9,5,0,0,,
,Calhoun,1,0,0,0,1,28,15,11,2,0,,
,Carroll,8,0,3,0,5,125,27,79,19,2,,
,Chicot,0,0,0,0,0,99,11,73,15,0,,
,Clark,24,1,1,2,20,144,65,75,4,4,,
,Clay,18,0,3,0,15,82,31,51,0,1,,
,Cleburne,22,0,4,2,16,362,175,151,36,4,,
,Columbia,52,0,0,4,48,248,80,158,10,2,,
,Cross,37,0,5,0,32,133,38,84,11,1,,
,Dallas,12,0,1,2,9,21,9,11,1,0,,
,Drew,36,0,1,0,35,112,30,75,7,2,,
,Fulton,1,0,0,0,1,90,42,42,6,0,,
,Greene,14,0,3,1,10,173,73,95,5,9,,
,Howard,10,0,0,3,7,98,28,69,1,0,,
,Independence,17,1,0,4,12,"1,012",50,878,84,1,,
,Izard,4,0,1,0,3,112,57,42,13,4,,
,Jackson,14,0,6,1,7,148,39,92,17,3,,
,Lawrence,2,0,0,0,2,120,46,74,0,3,,
,Lee,14,0,1,0,13,18,14,4,0,0,,
,Logan,8,0,2,0,6,189,61,113,15,2,,
,Marion,9,0,1,0,8,91,42,47,2,1,,
,Mississippi,41,0,4,4,33,351,104,218,29,4,,
,Monroe,0,0,0,0,0,51,18,22,11,0,,
,Ouachita,29,2,4,3,20,221,95,118,8,2,,
,Pike,11,1,2,0,8,54,23,28,3,0,,
,Polk,18,1,2,0,15,154,77,72,5,0,,
,Pope,38,1,8,0,29,368,168,176,24,2,,
,Prairie,1,0,0,0,1,50,21,21,8,1,,
,Randolph,0,0,0,0,0,80,27,52,1,0,,
,Scott,16,0,3,1,12,94,42,45,7,2,,
,Searcy,8,0,0,0,8,15,9,3,3,2,,
,Sevier,29,1,7,1,20,258,82,157,19,2,,
,Sharp,20,2,3,1,14,149,82,66,1,4,,
,St. Francis,46,1,4,8,33,336,101,234,1,3,,
,Union,31,3,2,8,18,419,99,283,37,0,,
,Van Buren,20,0,0,1,19,124,52,58,14,0,,
,White,52,1,5,2,44,845,323,419,103,2,,
,Yell,67,0,11,2,54,91,54,30,7,3,,
CALIFORNIAMetropolitan Counties ,Alameda,545,3,25,280,237,"3,152",635,"1,510","1,007",40,,
,Butte,154,6,18,22,108,"1,699",727,950,22,75,,
,Contra Costa,587,13,26,195,353,"3,486","1,115","2,342",29,17,,
,El Dorado,410,3,23,23,361,"2,127",694,"1,411",22,10,,
,Fresno,612,10,35,152,415,"6,659","1,631","3,873","1,155",304,,
,Imperial,136,2,5,7,122,"1,092",471,580,41,32,,
,Kern,"1,915",32,110,378,"1,395","11,715","3,226","6,743","1,746",253,,
,Kings,131,1,13,14,103,596,180,409,7,5,,
,Los Angeles,"7,290",135,222,"2,008","4,925","20,127","4,890","9,042","6,195",374,,
,Madera,315,2,21,30,262,"1,581",672,888,21,1,,
,Marin,179,1,10,52,116,999,284,714,1,12,,
,Merced,500,6,36,40,418,"1,905",896,992,17,12,,
,Monterey,239,6,19,60,154,"1,737",568,"1,144",25,18,,
,Napa,50,1,9,3,37,451,169,276,6,2,,
,Orange,244,2,12,46,184,"1,542",361,974,207,19,,
,Placer,234,2,28,24,180,"2,040",684,"1,321",35,12,,
,Riverside,"2,101",34,119,409,"1,539","15,952","3,835","8,395","3,722",71,,
,Sacramento,"4,857",37,251,"1,640","2,929","25,051","7,368","15,486","2,197",238,,
,San Benito,41,0,2,4,35,282,143,129,10,1,,
,San Bernardino,"1,076",36,89,181,770,"6,400","1,950","2,896","1,554",108,,
,San Diego,"1,403",20,93,279,"1,011","8,548","2,297","4,215","2,036",61,,
,San Joaquin,995,17,29,188,761,"5,409","1,564","3,649",196,14,,
,San Luis Obispo,201,1,26,17,157,"1,413",433,975,5,15,,
,San Mateo,224,1,24,38,161,"1,688",230,"1,206",252,5,,
,Santa Barbara,192,0,25,18,149,"1,636",515,"1,118",3,18,,
,Santa Clara,372,4,18,32,318,"2,455",517,"1,516",422,7,,
,Santa Cruz,298,7,33,25,233,"2,596",830,"1,750",16,25,,
,Shasta,221,6,19,12,184,920,373,449,98,14,,
,Solano,144,0,8,12,124,457,243,200,14,23,,
,Sonoma,591,2,43,48,498,"1,931",739,"1,172",20,24,,
,Stanislaus,847,10,30,98,709,"4,416","1,463","2,436",517,231,,
,Sutter,164,2,9,14,139,973,376,520,77,9,,
,Tulare3,460,20,34,67,339,,"1,196","2,067",,613,,
,Ventura,209,6,13,29,161,"1,303",370,814,119,29,,
,Yolo,39,2,3,5,29,355,130,212,13,13,,
,Yuba,193,3,18,37,135,"1,252",610,628,14,16,,
CALIFORNIANonmetropolitan Counties,Alpine,13,0,2,0,11,83,22,61,0,0,,
,Amador,63,1,14,5,43,472,223,246,3,2,,
,Calaveras,45,1,10,10,24,740,334,400,6,4,,
,Colusa,41,0,9,1,31,297,91,193,13,6,,
,Del Norte,54,0,15,2,37,244,130,111,3,4,,
,Glenn,13,1,2,1,9,149,73,70,6,2,,
,Humboldt,117,3,16,20,78,"1,007",322,664,21,10,,
,Inyo,59,0,2,0,57,151,11,139,1,2,,
,Lake,231,4,12,17,198,790,385,400,5,12,,
,Lassen,35,0,5,0,30,142,55,84,3,4,,
,Mariposa,49,1,6,1,41,318,100,218,0,3,,
,Mendocino,324,5,18,23,278,662,275,381,6,14,,
,Modoc,33,0,4,1,28,96,40,54,2,0,,
,Mono,14,0,1,0,13,90,27,62,1,0,,
,Nevada,152,2,9,8,133,630,208,406,16,3,,
,Plumas,36,0,3,1,32,487,196,289,2,3,,
,Sierra,10,0,2,1,7,53,15,37,1,0,,
,Siskiyou,59,0,11,2,46,264,95,164,5,11,,
,Tehama,247,2,3,6,236,439,245,194,0,18,,
,Trinity,23,0,4,4,15,108,77,30,1,2,,
,Tuolumne,123,0,10,12,101,811,377,422,12,6,,
COLORADOMetropolitan Counties,Adams,437,6,41,74,316,"3,383",796,"1,907",680,45,,
,Arapahoe,246,1,32,37,176,"1,740",404,"1,063",273,40,,
,Boulder,87,1,14,4,68,753,246,446,61,21,,
,Clear Creek,18,0,1,0,17,92,16,71,5,3,,
,Douglas,184,2,60,25,97,"2,746",526,"2,100",120,29,,
,El Paso,"1,016",2,57,35,922,"2,745",784,"1,607",354,35,,
,Gilpin,6,0,0,0,6,2,1,1,0,0,,
,Jefferson,250,2,55,27,166,"3,793",983,"2,445",365,30,,
,Larimer,104,5,24,5,70,"1,347",361,868,118,21,,
,Mesa,58,3,3,7,45,"1,580",367,"1,036",177,33,,
,Park,23,3,0,0,20,57,28,24,5,1,,
,Pueblo,45,0,1,8,36,"1,519",338,"1,121",60,5,,
,Teller,18,0,1,1,16,103,52,42,9,4,,
,Weld,137,0,13,4,120,"1,186",383,621,182,13,,
COLORADONonmetropolitan Counties,Alamosa,8,0,1,0,7,64,14,50,0,2,,
,Archuleta,29,0,6,0,23,116,30,75,11,1,,
,Baca,2,0,0,0,2,2,0,2,0,0,,
,Bent,3,0,0,0,3,28,6,20,2,2,,
,Chaffee,9,1,3,0,5,90,16,73,1,2,,
,Cheyenne,0,0,0,0,0,11,3,8,0,0,,
,Crowley,1,0,0,0,1,1,1,0,0,0,,
,Custer,11,0,0,0,11,42,10,30,2,1,,
,Delta,15,0,4,0,11,150,38,95,17,4,,
,Dolores,0,0,0,0,0,31,5,21,5,0,,
,Eagle,38,0,9,2,27,487,62,416,9,2,,
,Fremont,17,0,2,0,15,216,51,147,18,1,,
,Garfield,62,1,2,2,57,311,80,204,27,7,,
,Grand,16,0,0,0,16,201,57,136,8,0,,
,Gunnison,14,0,0,0,14,33,4,24,5,0,,
,Hinsdale,0,0,0,0,0,3,0,3,0,0,,
,Huerfano,9,0,1,1,7,110,2,106,2,1,,
,Jackson,1,0,0,0,1,6,4,1,1,0,,
,Lake,21,0,2,0,19,22,9,9,4,0,,
,La Plata,25,0,5,1,19,285,80,186,19,0,,
,Logan,12,0,0,2,10,56,17,31,8,1,,
,Moffat,10,0,1,0,9,31,12,17,2,0,,
,Montezuma,28,0,1,2,25,189,54,121,14,0,,
,Montrose,20,1,4,0,15,189,56,109,24,2,,
,Morgan,0,0,0,0,0,78,21,46,11,1,,
,Otero,27,0,1,0,26,87,19,56,12,1,,
,Pitkin,11,0,3,0,8,147,19,116,12,1,,
,Prowers,9,0,0,0,9,38,10,25,3,0,,
,Rio Grande,4,0,0,0,4,30,19,9,2,1,,
,Routt,26,0,0,0,26,78,12,63,3,0,,
,Saguache,3,0,0,0,3,23,7,16,0,1,,
,San Juan,4,0,0,0,4,22,3,18,1,0,,
,San Miguel,2,0,0,0,2,42,7,31,4,0,,
,Sedgwick,3,0,0,0,3,24,14,7,3,1,,
,Summit,14,0,3,0,11,552,28,516,8,2,,
,Washington,7,0,0,0,7,37,6,27,4,0,,
,Yuma,2,0,0,0,2,18,1,16,1,0,,
DELAWAREMetropolitan Counties,New Castle County Police Department,"1,438",9,122,357,950,"6,917","1,771","4,333",813,10,,
FLORIDAMetropolitan Counties,Alachua,"1,048",5,81,116,846,"3,868","1,163","2,457",248,19,,
,Baker,93,2,4,7,80,402,30,339,33,0,,
,Bay,420,4,47,42,327,"2,476",550,"1,763",163,5,,
,Brevard,"1,120",6,67,119,928,"5,735","1,356","4,043",336,35,,
,Broward,554,4,19,125,406,"1,266",208,945,113,7,,
,Charlotte,691,2,13,90,586,"5,006","1,185","3,486",335,8,,
,Clay,693,7,59,83,544,"4,031",877,"2,895",259,21,,
,Collier,"1,308",6,75,281,946,"5,132","1,302","3,496",334,33,,
,Escambia,"1,927",10,137,443,"1,337","9,804","2,595","6,335",874,31,,
,Flagler,169,4,7,25,133,"1,723",417,"1,166",140,9,,
,Gadsden,248,1,12,17,218,800,305,412,83,0,,
,Gilchrist,16,0,0,0,16,191,80,86,25,2,,
,Hernando,613,5,67,48,493,"5,116","1,498","3,345",273,14,,
,Hillsborough,"4,947",30,207,"1,095","3,615","30,549","6,507","20,494","3,548",126,,
,Indian River,339,6,28,86,219,"2,685",592,"1,945",148,4,,
,Jefferson,92,0,7,8,77,123,56,61,6,1,,
,Lake,929,4,53,55,817,"3,746","1,249","2,164",333,27,,
,Lee,"1,808",26,106,454,"1,222","11,835","3,670","6,870","1,295",93,,
,Leon,457,0,42,59,356,"1,799",826,828,145,20,,
,Manatee,"2,394",14,91,443,"1,846","11,347","2,634","7,874",839,18,,
,Marion,"1,562",11,126,87,"1,338","4,460","1,394","2,684",382,5,,
,Martin,524,3,11,130,380,"3,006",647,"2,185",174,3,,
,Miami-Dade,"9,047",98,413,"2,356","6,180","49,794","9,194","33,552","7,048",147,,
,Nassau4,,3,9,17,,"1,355",458,784,113,5,,
,Okaloosa,438,3,29,52,354,"3,511",752,"2,474",285,28,,
,Orange,"7,341",64,297,"2,423","4,557","30,988","8,134","18,032","4,822",1,,
,Osceola,789,6,44,172,567,"5,891","2,347","3,085",459,5,,
,Palm Beach,"3,057",35,228,831,"1,963","18,578","4,604","11,767","2,207",131,,
,Pasco,"1,402",26,110,238,"1,028","12,784","3,761","7,918","1,105",47,,
,Pinellas,"1,259",6,168,154,931,"7,545","1,800","5,082",663,54,,
,Polk,"1,671",15,129,279,"1,248","9,103","3,066","5,251",786,0,,
,Santa Rosa,306,2,29,36,239,"1,895",648,"1,123",124,6,,
,Sarasota,737,4,32,125,576,"7,571","1,872","5,195",504,25,,
,Seminole,592,11,43,99,439,"3,937",928,"2,539",470,2,,
,St. Johns,533,5,18,52,458,"3,160",882,"2,073",205,14,,
,St. Lucie,328,1,24,36,267,"1,939",547,"1,210",182,8,,
,Volusia,872,4,71,110,687,"5,129","1,624","2,925",580,22,,
,Wakulla,113,0,10,5,98,570,167,361,42,11,,
FLORIDANonmetropolitan Counties,Bradford,61,0,5,7,49,323,107,188,28,1,,
,Calhoun,13,0,0,1,12,50,23,18,9,0,,
,Citrus,387,1,37,30,319,"2,521",575,"1,787",159,29,,
,Columbia,236,1,17,16,202,"1,114",368,640,106,19,,
,DeSoto,167,1,8,27,131,663,263,377,23,4,,
,Dixie,66,1,4,8,53,344,116,216,12,7,,
,Franklin,22,1,0,3,18,140,53,77,10,3,,
,Glades,61,1,3,8,49,288,87,171,30,9,,
,Gulf,77,0,3,1,73,176,48,116,12,0,,
,Hamilton,51,0,1,9,41,226,66,149,11,0,,
,Hardee,92,0,6,12,74,455,97,320,38,0,,
,Hendry,239,1,9,36,193,967,356,517,94,4,,
,Highlands,174,2,13,41,118,"1,922",800,"1,015",107,15,,
,Holmes,47,0,9,1,37,165,48,93,24,0,,
,Jackson,206,1,4,9,192,574,217,309,48,0,,
,Lafayette,18,0,0,0,18,52,14,35,3,1,,
,Levy,140,0,19,10,111,847,307,493,47,8,,
,Liberty,6,0,2,0,4,42,20,14,8,2,,
,Madison,104,2,7,5,90,413,154,230,29,1,,
,Monroe,247,0,15,32,200,"1,998",422,"1,454",122,4,,
,Okeechobee,259,5,14,20,220,915,408,433,74,8,,
,Putnam,594,5,21,26,542,"2,227",926,"1,106",195,10,,
,Sumter,147,2,26,21,98,713,248,420,45,11,,
,Suwannee,140,0,7,6,127,463,141,278,44,2,,
,Taylor,63,0,5,0,58,142,78,56,8,0,,
,Union,56,1,2,9,44,211,71,118,22,1,,
,Walton,118,2,6,2,108,919,180,659,80,0,,
,Washington,22,1,0,2,19,177,50,100,27,1,,
GEORGIAMetropolitan Counties,Augusta-Richmond,"1,035",17,139,619,260,"13,755","2,844","9,075","1,836",,,
,Baker,1,0,0,0,1,0,0,0,0,0,,
,Barrow5,305,1,4,5,295,,,613,138,,,
,Brantley,32,0,1,3,28,363,118,210,35,2,,
,Brooks,75,1,0,1,73,296,84,186,26,3,,
,Catoosa,70,3,9,6,52,909,203,578,128,,,
,Clayton County Police Department,"1,126",34,42,544,506,"8,203","2,979","3,574","1,650",42,,
,Cobb County Police Department,"1,393",22,94,560,717,"12,859","3,075","8,175","1,609",49,,
,Coweta,70,5,2,19,44,"1,352",404,805,143,,,
,Dawson,12,0,1,2,9,547,105,382,60,,,
,Dekalb County Police Department,"4,454",85,167,"2,179","2,023","28,719","8,062","14,116","6,541",175,,
,Dougherty County Police Department,34,0,4,10,20,500,166,298,36,,,
,Effingham5,,1,4,0,,434,189,180,65,,,
,Fayette,27,0,4,6,17,631,139,428,64,3,,
,Floyd County Police Department,195,2,14,10,169,"1,606",342,"1,065",199,,,
,Forsyth,89,5,13,14,57,"2,447",443,"1,871",133,6,,
,Fulton,2,0,0,2,0,16,0,14,2,,,
,Fulton County Police Department,984,17,62,497,408,"8,574","2,654","4,633","1,287",,,
,Glynn,0,0,0,0,0,0,0,0,0,0,,
,Glynn County Police Department,279,2,19,68,190,"2,382",516,"1,732",134,,,
,Gwinnett County Police Department,"1,890",35,97,"1,050",708,"19,228","5,466","11,245","2,517",152,,
,Hall,210,1,19,15,175,"2,907",674,"1,747",486,13,,
,Haralson,13,0,0,3,10,489,78,360,51,0,,
,Henry,0,0,0,0,0,0,0,0,0,0,,
,Lamar,20,0,0,1,19,167,49,100,18,0,,
,Liberty,61,3,6,13,39,616,133,462,21,4,,
,Long,27,0,1,7,19,182,73,96,13,0,,
,Lowndes,63,0,8,14,41,"1,152",269,820,63,1,,
,Madison,66,0,7,4,55,424,44,340,40,5,,
,Meriwether,39,0,5,4,30,435,127,233,75,0,,
,Newton,337,2,14,25,296,"1,580",560,786,234,2,,
,Paulding,168,1,19,12,136,"2,547",621,"1,623",303,6,,
,Rockdale,289,1,14,58,216,"2,161",617,"1,234",310,8,,
,Walker,333,0,5,6,322,"1,156",296,770,90,2,,
,Walton,16,1,2,4,9,962,289,598,75,0,,
,Whitfield,219,1,16,9,193,"2,011",542,"1,284",185,7,,
GEORGIANonmetropolitan Counties,Chattooga,39,0,2,2,35,214,65,139,10,,,
,Clay,3,0,0,0,3,6,1,2,3,0,,
,Clinch,4,0,0,0,4,60,19,39,2,0,,
,Decatur,33,1,0,7,25,330,96,222,12,,,
,Dooly,10,0,0,4,6,63,17,45,1,,,
,Early,47,1,4,3,39,231,72,147,12,,,
,Fannin,2,0,0,0,2,130,66,63,1,,,
,Gordon,70,0,5,1,64,516,134,345,37,,,
,Habersham,51,0,5,4,42,490,151,302,37,,,
,Jackson,60,0,3,3,54,863,225,568,70,3,,
,Laurens,71,3,6,6,56,574,172,337,65,2,,
,Lumpkin,34,0,9,0,25,433,97,296,40,0,,
,Peach,28,0,4,3,21,332,108,177,47,0,,
,Polk,0,0,0,0,0,0,0,0,0,0,,
,Polk County Police Department,116,1,3,10,102,760,263,392,105,0,,
,Putnam,63,0,1,2,60,305,105,185,15,0,,
,Seminole,14,3,1,0,10,63,35,26,2,0,,
,Stephens,28,2,4,1,21,464,109,291,64,0,,
,Treutlen,13,0,1,1,11,150,50,94,6,1,,
,Troup,47,0,1,6,40,"1,132",157,926,49,0,,
,Turner,4,0,1,1,2,105,31,60,14,0,,
,Upson,94,1,3,1,89,371,105,236,30,0,,
,White,14,0,2,2,10,327,81,203,43,1,,
,Wilkes,7,0,0,0,7,12,3,7,2,0,,
HAWAIINonmetropolitan Counties ,Hawaii Police Department,432,3,65,88,276,"6,327","1,426","4,293",608,50,,
IDAHOMetropolitan Counties,Bannock,19,1,2,0,16,222,55,156,11,1,,
,Boise,4,1,1,0,2,114,21,84,9,0,,
,Canyon,74,2,8,3,61,773,265,399,109,8,,
,Franklin,3,0,0,0,3,38,2,35,1,0,,
,Gem,9,0,1,0,8,32,17,9,6,1,,
,Jefferson,19,0,7,1,11,177,35,122,20,0,,
,Kootenai,102,1,21,4,76,"1,060",346,639,75,7,,
,Nez Perce,8,0,2,0,6,83,26,55,2,0,,
,Owyhee,25,0,10,0,15,129,33,85,11,0,,
,Power,7,0,2,0,5,54,8,38,8,0,,
IDAHONonmetropolitan Counties,Adams,3,0,0,0,3,40,6,30,4,0,,
,Bear Lake,1,0,0,0,1,31,9,20,2,0,,
,Benewah,9,1,0,0,8,19,5,14,0,0,,
,Blaine,12,0,0,0,12,51,23,25,3,1,,
,Bonner,61,0,13,1,47,575,144,385,46,1,,
,Boundary,5,0,1,0,4,72,27,42,3,0,,
,Butte,2,0,0,0,2,9,0,9,0,0,,
,Camas,0,0,0,0,0,5,3,2,0,0,,
,Caribou,2,0,0,0,2,50,28,21,1,0,,
,Cassia,48,1,2,2,43,532,105,401,26,2,,
,Clark,2,0,0,0,2,18,3,15,0,0,,
,Clearwater,10,0,0,0,10,93,16,70,7,1,,
,Elmore,9,0,3,0,6,93,29,52,12,0,,
,Fremont,10,0,1,0,9,92,15,70,7,0,,
,Gooding,23,6,2,0,15,56,17,24,15,1,,
,Idaho,26,1,3,0,22,75,11,60,4,0,,
,Jerome,16,0,4,0,12,117,53,56,8,0,,
,Latah,20,0,4,1,15,185,70,101,14,0,,
,Lemhi,5,0,0,0,5,23,7,15,1,1,,
,Lewis,4,0,2,0,2,24,9,11,4,0,,
,Lincoln,5,0,2,0,3,11,5,1,5,2,,
,Madison,10,0,3,0,7,93,11,78,4,0,,
,Minidoka,19,1,2,1,15,126,30,86,10,2,,
,Oneida,3,0,0,0,3,31,8,21,2,0,,
,Payette,16,0,3,1,12,51,22,17,12,1,,
,Shoshone,29,0,2,0,27,141,24,104,13,0,,
,Teton,8,0,1,0,7,54,25,25,4,0,,
,Twin Falls,28,1,2,0,25,226,97,110,19,5,,
,Valley,28,0,7,2,19,133,47,72,14,0,,
,Washington,8,0,2,0,6,33,12,20,1,1,,
INDIANAMetropolitan Counties,Allen6,67,0,13,15,39,"1,143",293,724,126,4,,
,Bartholomew,69,0,4,1,64,500,103,393,4,1,,
,Brown,2,0,0,0,2,68,23,39,6,1,,
,Delaware,29,1,8,4,16,642,125,436,81,3,,
,Elkhart,52,1,12,29,10,"1,526",379,"1,019",128,11,,
,Floyd,4,0,0,0,4,734,124,566,44,0,,
,Greene,15,0,1,3,11,218,73,129,16,0,,
,Howard,68,0,4,5,59,676,276,375,25,4,,
,Johnson,11,0,7,4,0,802,151,628,23,0,,
,Lake,35,2,0,12,21,"1,161",157,781,223,0,,
,La Porte,28,0,5,4,19,943,268,593,82,1,,
,Monroe,47,1,5,7,34,564,202,316,46,2,,
,Newton,7,0,1,2,4,163,55,90,18,1,,
,Owen,60,0,1,3,56,659,248,396,15,0,,
,Porter,57,0,0,6,51,"1,152",166,906,80,0,,
,Putnam,112,0,1,2,109,446,213,197,36,0,,
,Shelby,29,0,0,2,27,360,90,223,47,1,,
,St. Joseph,88,2,14,26,46,"1,871",381,"1,357",133,12,,
,Tippecanoe,25,0,10,3,12,769,223,494,52,10,,
,Vanderburgh,49,0,5,8,36,"1,324",167,"1,084",73,1,,
,Warrick,122,0,7,3,112,661,84,547,30,12,,
,Wells,5,0,1,0,4,147,55,71,21,2,,
INDIANANonmetropolitan Counties,Blackford,0,0,0,0,0,52,10,33,9,0,,
,Cass,20,0,4,1,15,224,55,155,14,0,,
,Daviess,3,0,0,0,3,108,20,76,12,1,,
,Fayette,3,0,0,0,3,231,59,160,12,3,,
,Grant,15,0,5,3,7,343,82,240,21,0,,
,Henry,9,0,4,4,1,755,246,451,58,1,,
,Huntington,7,0,1,1,5,149,35,102,12,0,,
,Kosciusko,16,1,7,2,6,547,108,398,41,5,,
,LaGrange,1,0,1,0,0,248,51,183,14,0,,
,Lawrence,6,1,1,2,2,229,81,140,8,1,,
,Martin,2,0,1,1,0,28,10,14,4,0,,
,Noble,16,1,1,2,12,220,84,131,5,7,,
,Randolph,7,0,7,0,0,142,55,86,1,0,,
,Ripley,0,0,0,0,0,247,52,180,15,1,,
,Starke,21,0,3,1,17,397,104,222,71,3,,
,Steuben,19,0,8,3,8,632,115,479,38,0,,
,Union,3,0,0,0,3,17,9,7,1,0,,
,Wabash,1,0,0,1,0,156,29,123,4,0,,
,Wayne,0,0,0,0,0,128,58,65,5,0,,
IOWAMetropolitan Counties,Benton,4,0,0,0,4,62,2,58,2,0,,
,Black Hawk,30,0,6,1,23,212,82,121,9,4,,
,Bremer,7,1,0,0,6,50,14,32,4,0,,
,Dallas,1,0,0,0,1,144,40,98,6,3,,
,Dubuque,48,0,2,0,46,220,96,97,27,5,,
,Grundy,3,0,0,0,3,54,20,33,1,0,,
,Guthrie,0,0,0,0,0,64,29,33,2,0,,
,Harrison,21,0,3,1,17,154,39,96,19,1,,
,Jones,4,0,0,0,4,53,10,38,5,0,,
,Linn,57,0,9,1,47,393,158,209,26,5,,
,Mills,16,0,2,0,14,198,70,105,23,0,,
,Polk,91,1,2,14,74,"1,032",242,693,97,6,,
,Pottawattamie,27,1,5,1,20,578,207,324,47,3,,
,Scott,32,2,5,1,24,259,66,178,15,2,,
,Story,11,0,4,0,7,166,71,83,12,1,,
,Warren,43,1,6,2,34,268,73,170,25,3,,
,Washington,22,0,4,0,18,54,26,26,2,0,,
,Woodbury,33,1,3,2,27,115,47,63,5,3,,
IOWANonmetropolitan Counties,Adair,8,0,0,0,8,34,10,19,5,0,,
,Adams,3,0,1,0,2,41,8,28,5,0,,
,Audubon,0,0,0,0,0,24,0,21,3,1,,
,Boone,11,0,2,0,9,43,22,17,4,3,,
,Buchanan,6,0,0,2,4,138,57,79,2,1,,
,Buena Vista,7,0,1,1,5,103,37,58,8,0,,
,Butler,3,1,1,0,1,32,15,15,2,0,,
,Calhoun,5,1,1,0,3,103,38,61,4,2,,
,Cass,2,0,0,1,1,36,12,16,8,0,,
,Cedar,16,0,4,1,11,104,24,66,14,2,,
,Cerro Gordo,12,0,1,0,11,108,38,57,13,0,,
